Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
Kate Spade New York Bouquet Toss Studs Earrings White Gold One Size,393796,845236,,,,$108.00,,-,,B0BYJ8T48S,196021304781,196021304781,,Kate Spade New York,yes,8086052409279797762,V
Kate Spade New York Brushed Jersey Joggers PJ Set Costume Party SM,1771481,1634823,$78.00,3,$78.00,$78.00,$78.00,A2Z083RQG3W7TX,1,B0B9XHHVQ2,196194619194,196194619194,B0BC98C1XF,Kate Spade New York,no,8082519411389906583,V
"Buffalo David Bitton Men's Slim Ash Jeans, Dark and Lightly Sanded Indigo, 33w x 32L",25490,22255,$65.98,4,$65.98,$148.42,$65.98,A3208L1GETM6S3,1,B07RQ6Z9MC,193851075577,193851075577,B0BNYJZYZD,Buffalo David Bitton,no,8066908502612015948,V
"TYR womens Surge Maxfit One Piece Swimsuit, Blue Green, 30 US",1672376,1686169,$41.46,2,$37.47,$83.99,$41.46,A218NCVVSLQN1Q,2,B089PSNP8N,36702963237,36702963237,B09RL7WTHM,TYR,no,80609420984786147,V
Kate Spade KS Spade Street Lilac Jewelry Dish,3440846,2502088,,,$60.00,$65.00,$60.00,A4ACPN6V4Z5AW,1,B07SMB944S,882864828798,882864828798,,Kate Spade New York,no,8044427589078352559,V
Eyeglasses Tory Burch TY 2102 1794 Vintage Tort,9232281,8949527,$54.99,,$54.99,$194.68,,-,0,B086Z7FTDZ,725125074094,725125074094,,Tory Burch,yes,8027644302252870127,V
"Kate Spade New York Women's Avaline2/S Pilot Sunglasses, Gold, Lens-58 Bridge-14 B-63.3 ED-48.7 Temple-140",4360868,2495798,,,$49.99,$160.00,$49.99,AT9CJ0S27CNET,2,B07GLY1WKZ,716736109152,716736109152,,Kate Spade New York,no,8023782341068626640,V
Kate Spade Cedar Street Small Hayden Satchel (Cherry Liqueur/Ballet/Black),5644248,6599570,$234.00,1,$234.00,$298.00,$234.00,A316X216AI9M56,1,B01CUTYC52,98689901541,98689901541,B00R7PIFKS,Kate Spade New York,no,7998271072743057988,V
Tory Burch Women's Britten Large Zip Pouch Wallet Wristlet (Black),1356797,1678881,$184.99,2,$184.99,$225.00,$174.01,A2RBYLFMFH91GO,1,B08L44BSBC,192485394368,192485394368,,Tory Burch,no,7993303890834278984,V
TYR Men's Alliance Splice Racer Black/Red 30,,,$54.94,5,$49.99,$49.99,$54.94,A3VX72MEBB21JI,1,B07CX6T15C,36702005371,36702005371,,TYR,no,7977571682572495483,V
Tory Burch Cornbread Suede Snake Exotic Leather Small Perry Printed Triple Compartment Tote,,,$284.32,1,$274.50,$344.50,$284.44,A3225N98ZA0XX8,1,B098DRHGSS,192485973174,192485973174,,Tory Burch,no,7968133139981800970,V
"Kate Spade New York Foldable Picnic Blanket, Large Outdoor Blanket Fits Up to 4 Adults, Portable Blanket for Camping or Beach, Garden Plaid",365904,366679,,,,$42.95,,-,,B0BPN5DHZN,825466161955,825466161955,,Kate Spade New York,yes,7947369698627350071,V
"LifeStride Womens Kascade Espadrille Wedge Mary Jane Flat, Black, 9.5 US",84343,63535,,,$94.41,$144.75,$109.22,-,,B09NTRNGC4,712015447007,712015447007,B0CSJXZ6XP,LifeStride,yes,794647081349989167,V
Laura Mercier Hidden Gems Eye Shadow Palette Limited Edition,560913,568858,$33.50,64,$33.50,$39.60,$33.43,AIGMZ9YYRPEQG,4,B07JVM8FQY,736150166050,736150166050,,Laura Mercier,no,7939366238840753753,V
"TYR Women's Standard Durafast Elite Lyn Racerback Swim Top, Black, 14",766588,701795,$35.49,10,$31.50,$84.14,$34.36,A218NCVVSLQN1Q,2,B09K4RQSCP,194238043820,194238043820,B09K53Q25P,TYR,no,7934230245193281486,V
"Lacoste Men's Chaymon Sneaker, NVY/Wht, 10.5",49354,41452,$135.00,,$135.00,$178.46,$169.70,-,0,B0BQCWV142,196224235103,196224235103,B0D3R2MHQW,Lacoste,yes,7909788343720396132,V
"Kate Spade Sunglasses (Safilo Group) Women's Jalena Cat-Eye Sunglasses, BLK HAVAN, 49 mm",816451,506553,$60.00,3,$60.00,$183.38,$67.64,A3O7EVKPK4SYLR,2,B073X1KLQK,716736006093,716736006093,,Kate Spade New York,no,7830591427259507424,V
"New Balance Men's Made in US 990 V5 Sneaker, Grey/Castlerock, 12 Wide",33013,27540,,,,$348.42,$215.29,-,,B0797CDNJM,192662166252,192662166252,B07H2T76RK,New Balance,no,7827936500073547277,V
"TYR Womens Crypsis Daimondfit, Green, 28",5065075,4829535,$47.95,7,$47.95,$79.99,$47.95,A3V1BO3WFJIOCU,1,B072J3HTLH,36702046817,36702046817,B0CVSJNWPH,TYR,no,7812090995628158208,V
Tory Burch Miller Soft New Ivory 10.5 M,,,$329.92,1,$329.92,$329.92,$329.92,ANZYNJW9IIF9C,1,B09SBF4BLG,196133153888,196133153888,,Tory Burch,no,781043073496869976,V
Laura Mercier/VELOUR LOVERS LIP COLOUR (JOY) 0.12 OZ (3.6 ML),798724,554453,$13.00,296,$13.00,$36.75,$13.00,"AIGMZ9YYRPEQG, AJ5ZLJD9K1JK",5,B07QSS3CK7,736150157645,736150157645,,Laura Mercier,no,7803550770544641133,V
Kate Spade New York Kate Spade Leila Mini Flap Crossbody (Taro milk),849350,347417,$149.22,6,$149.22,$184.00,$143.31,-,2,B0C6YJV1L8,196021272158,196021272158,B09T8LPFR8,Kate Spade New York,no,7775766505440783888,V
"Buffalo David Bitton Men's Slim Ash Jeans, Black Sanded, 38w x 32L",24619,22098,$79.95,3,$79.95,$79.95,$79.95,A2UN9OA4TJ0X92,1,B07RN6NL29,193851081011,193851081011,B0BNYJZYZD,Buffalo David Bitton,no,7754860992610112274,V
"TYR Edge-x Racing Mirrored Adult Fit, Gold/Black/Black",374433,366951,,,,$68.65,$36.31,-,,B07RWDPDFL,36702813365,36702813365,B0CLLC1GLS,TYR,no,7752586235716102849,V
"TYR SPORT Men's Phoenix Splice Racer Swimsuit (Black/Green, Size 34)",760804,925345,$46.94,7,$41.99,$90.96,$46.94,A3V1BO3WFJIOCU,1,B00DGGPJTW,36702416573,36702416573,B00E5G5JMY,TYR,no,7742665365373127436,V
"Joe's Jeans Men's Atlas Utility Cargo, Dark Khaki, 34",1093626,2133659,$164.60,,$164.60,$228.00,$200.44,A3VX72MEBB21JI,1,B0C4G151SS,193653813216,193653813216,B0C4G6K6PJ,Joe's,no,7731991745886041323,V
"TYR Men's Durafast Elite Solid Racer Swim Suit (Royal, 28)",87696,88742,$27.98,10,$9.99,$37.99,$27.88,A3V1BO3WFJIOCU,5,B008YPEWDO,36702369367,36702369367,B0C83T2VWZ,TYR,no,7719291533046922956,V
"Kate Spade Two of A Kind 2Pc Stemless Champagne Glass, 0.90 LB, Clear",284977,281986,,,$45.00,$111.69,$50.39,ASOZZEU6Y0OQI,1,B01LEFN90M,882864675897,882864675897,B07XHNCXSQ,Kate Spade New York,no,771343190759783825,V
"Kate Spade New York Charm City Ostrich Provence Leather Satchel, Desert Rose",,,$224.00,1,$224.00,$329.00,$224.00,A316X216AI9M56,1,B00U1SVUL4,98689822433,98689822433,,Kate Spade New York,no,7682279819076818875,V
Kate Spade New York Flamenco Wedge Outerspace 7.5 M,3726002,3159042,$82.76,2,$69.99,$283.88,$134.39,A24V851RG6UNB7,1,B09W5GCJZT,196021098406,196021098406,B0B2X581GL,Kate Spade New York,no,7669430541097463550,V
"Buffalo David Bitton Men's Jackson 5 Pocket Straight Stretch Denim Jean (as1, Waist_Inseam, Numeric_38, Numeric_34, Regular, Regular, Dark Blue, 38W x 34L)",1514445,1470153,$49.00,5,$49.00,$53.00,$49.00,A1VDEADJYSTEV8,1,B0B95V8LVR,195990174210,195990174210,,Buffalo David Bitton,no,7662980727376358779,V
Sunglasses Tory Burch TY 9072 U 189913 Transparent Beige/Ivory,1541208,1452765,,,,$199.00,$190.34,-,,B0B3982CLB,725125381376,725125381376,,Tory Burch,yes,7632096480605413169,V
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, Mountain Teal/Pale Blue Chill, 8.5 M",51966,47042,,,,$257.96,$194.59,-,,B096WJKSRH,195481447540,195481447540,B0B8THVT7V,New Balance,yes,7623547601921698236,V
"New Balance Men's Fresh Foam X 880 V12 Running Shoe, Black/Lead/Light Aluminum, 8.5 Wide",135719,117137,,,,$235.94,$203.63,-,,B09RSM2LJW,195907631430,195907631430,B0BWSRDNDY,New Balance,no,7617680211768273771,V
"Tory Burch Women's Miller Cloud Sandals, Bourbon Miele, Tan, 7.5 Medium US",42772,65541,,,,$238.00,,-,,B09TTWFCSJ,196133169728,196133169728,B08ZHLS235,Tory Burch,yes,7612560929146683557,V
Kate Spade New York Womens Wrap Tie Waist Wrap Skirt White XL,,,$44.38,,$30.93,$85.00,,-,0,B09X2ZWLWM,193144518651,193144518651,,Kate Spade New York,no,7612515244419963718,V
"Tory Burch Women's Kira Flip Flops, Meadowsweet/Gold, 9 Medium US",32362,37279,,,$160.22,$160.22,$160.22,ANZYNJW9IIF9C,1,B0BY423PRZ,196133841310,196133841310,B0CKHFG5ZV,Tory Burch,no,7597449239323837007,V
"Tory Burch Women's Kira Flip Flops, Meadowsweet/Gold, 9 Medium US",32362,37279,,,$160.22,$160.22,$160.22,ANZYNJW9IIF9C,1,B0BY423PRZ,196133841310,196133841310,B0CKHFG5ZV,Tory Burch,no,7597449239323837007,V
"TYR Men's Standard Durafast Elite Athletic Jammer Swimsuit, Black Camo, 30",422451,353887,$60.98,2,$55.99,$69.95,$60.98,A37H1XZL78WO2R,1,B09K4TBD31,194238044759,194238044759,B0C5SG9XVV,TYR,no,7590001664574177918,V
"Tory Burch Women's Jeweled Miller Sandals, Brie, White, Gold, 7 Medium US",1612029,1645052,$323.85,1,$308.00,$541.73,$323.85,A22XJXTXTCFKGS,1,B09GPJR4FR,196133045206,196133045206,B09HRDM7MN,Tory Burch,no,7552038842750417237,V
Kate Spade New York Kate Spade Leila Mini Flap Crossbody (Blue glow),661184,284333,$147.00,2,$132.30,$172.98,$143.28,A316X216AI9M56,2,B0C6YN5H1Y,196021272165,196021272165,B09T8LPFR8,Kate Spade New York,no,75123856338630735,V
"Buffalo David Bitton Men's Short Sleeve Logo Tee, Red Ochre, Large",909817,672489,$29.99,3,$29.99,$39.99,$29.99,A1EV79E4KPY55A,1,B09LJ6KHFY,195990152942,195990152942,,Buffalo David Bitton,no,751170250021127332,V
"kate spade new york Wkr00058 Harlow Crossbody, Parchment",1663700,1449702,$149.14,2,$149.14,$198.00,$130.34,A316X216AI9M56,2,B08YP6J5FN,767883726303,767883726303,B0CQ9NCQSZ,kate spade new york,no,7506412887216118531,V
Kate Spade New York Sadie Envelope Leather Crossbody Purse (Chalk pink),182568,156514,,,$104.00,$179.00,$106.41,A13YODCX8FF1PZ,2,B0BY3LR65W,196021219139,196021219139,B0B1T77BY2,Kate Spade New York,no,7475390825038481157,V
Tory Burch TY6080 Women's Sunglasses Silver/Light Grey Gradient 58,573010,856815,$107.40,5,$107.40,$327.48,$96.08,A24G5KE2858J1Q,3,B08XNK9661,725125301251,725125301251,,Tory Burch,no,7450927669880143638,V
Buffalo David Bitton Paxton Snap Henley Rib Elbow Sleeve Top Grey Stripe SM,9917000,11645683,$19.60,,$19.60,$41.65,,-,0,B09BQPWFFX,193851944699,193851944699,B0B8DZW5VT,Buffalo David Bitton,yes,7446645044469664096,V
"Birkenstock Women's Arizona Sandals, Metallic Silver, 7-7.5 Narrow Women/5-5.5 Narrow Men",246096,276138,,,,$200.00,$84.86,-,,B074S769C6,886925424578,886925424578,B0CX38W9X4,Birkenstock,yes,7440428225858730499,V
TYR Women's Solid Lula Bikini Bottom Navy S,340236,319725,$21.95,1,$21.95,$29.99,$21.95,A1A8OV4A25HO9P,1,B01D5V84DK,36702583794,36702583794,B00IHVSLO6,TYR,no,7426267797308655844,V
Kate Spade New York Modal Span Long PJ Set Autumn Ditsy LG,2210867,1842173,$51.04,,$51.04,$88.00,,-,0,B0CBYYW68N,197117116066,197117116066,B0CNL28YPM,Kate Spade New York,yes,7403306081090223146,V
Kate Spade Glimmer Large Top Zip Tote Glitter Bundled Glimmer Glitter Boxed Large Continental Wallet (Gold),1039341,1070628,$228.00,21,$228.00,$228.00,$198.00,A2PAY05SVKTB0S,1,B0CRPPQK9Z,767883220535,767883220535,B0CRPS672V,Kate Spade,no,7403144980468208256,V
"TYR Women's Standard Durafast Elite Diamondfit Swimsuit, Blue/White, 30",27096,30747,$67.98,1,$62.99,$91.00,$67.98,A37H1XZL78WO2R,1,B0BQCK44C1,194238166659,194238166659,B09YVZGD5V,TYR,no,7356717058470642392,V
TYR WATPF2A401S Womens Parka Navy S,769550,674369,$88.83,24,$88.83,$158.82,$91.96,A218NCVVSLQN1Q,5,B07WTP4MCX,36702800495,36702800495,B0CJ5XMS4Q,TYR,no,7356709175318170281,V
Buffalo David Bitton Womens Eyelash Sweater Blue/White S (Small),3142455,3051952,$32.99,21,$32.99,$45.21,$32.99,A3KCW0JQJAV742,1,B07N33DBYS,192412262203,192412262203,,Buffalo David Bitton,no,7330108525590661351,V
"kate spade New York Library Lane Navy Sugar Bowl, 1.20 LB, White",691363,573251,$114.99,1,$109.99,$172.50,$114.99,"A1O30T8UHZWB6U, A3OCAWGEXJ7YSD, A22XVY8DHPU5LM",3,B005IDNWVS,882864083999,882864083999,B07XMRKVJS,Kate Spade New York,no,7324398272131116496,V
"Tory Burch Women's Miller Cloud Sandals, Petunia, Pink, Tan, 7 Medium US",42438,64295,,,$248.00,$248.00,$264.19,A22XJXTXTCFKGS,1,B0BB81VH8K,196133603451,196133603451,B08ZHLS235,Tory Burch,no,729468221386629078,V
"Tory Burch Women's Sneakers (New Ivory - Bellflower Blue - Sella, us_Footwear_Size_System, Adult, Women, Numeric, Medium, Numeric_6.5)",,2874206,$199.49,,$199.49,$199.49,,-,0,B0C7D3DY78,192485630275,192485630275,,Tory Burch,yes,725145513589851592,V
"Kate Spade New York Varrick Street Abbie Convertible Satchel,Clocktower/Black",,,$173.99,1,$159.00,$398.00,$173.99,ACRN813O44E6C,2,B015Q7LU5A,98689867038,98689867038,,Kate Spade New York,no,7249951496712557047,V
Kate Spade Mel Packable Tote,,,$139.94,3,$139.94,$174.00,$143.44,A6SA3YQONVT1,2,B09X7F1WPJ,196021024566,196021024566,,Kate Spade New York,no,7249053521572802207,V
"Laura Mercier Almond Coconut Milk Eau Gourmande for Women Eau de Toilette Spray, 1.7 Ounce",169298,176413,$66.90,2,$59.90,$157.97,$59.63,A8RSCZT1ZGGKI,6,B000I6KWF4,736150055347,736150055347,B0D3ZNVYFC,Laura Mercier,no,7248221801769464873,V
Laura Mercier Eau Gourmande Almond Coconut EDT Spray 50ml/1.7oz,,,$60.00,2,$60.00,$107.73,$60.00,A8RSCZT1ZGGKI,3,B00BBFT8C4,736150055347,736150055347,,Laura Mercier,no,7248221801769464873,V
"Tory Burch Women's Miller Sandals, Laguna Blue, 8 Medium US",81695,77542,,,,$337.18,$282.14,-,,B0BW288Q49,196133688007,196133688007,B0CTKTRN5R,Tory Burch,no,7245760406571504409,V
Kate Spade New York Madison Small Satchel Handbag Crossbody (Polished Blue),916080,1933884,$124.70,1,$117.00,$152.00,$126.58,AM9VLOTH8Y9Z3,3,B0CD4HT6W2,196021320835,196021320835,,Kate Spade New York,no,7232916694993311762,V
TYR Latex Swim Cap - Flourescent Green,,,$23.89,,$15.94,$29.47,,-,1,B014H3XCJ6,36702211116,36702211116,,TYR,no,7224163345833262395,V
"New Balance Men's M840BR5 Running Shoe, Black/Horizon, 14",32568,29145,,,$196.19,$249.88,$198.98,A1B43WMIJ58I3U,1,B08PCD1CCW,195481405656,195481405656,B08PDFZSDP,New Balance,yes,7217561580549879537,V
Kate Spade York Harlow Pebbled Leather Crossbody Bag (Taro milk),1042380,381005,,,$175.00,$198.00,$185.00,A13YODCX8FF1PZ,1,B0C2F9RYPV,196021272141,196021272141,,Kate Spade New York,yes,7205630071156682089,V
"TYR unisex adult Mens Parka, Black, Small US",2431510,1939665,$93.74,1,$93.74,$191.01,$93.74,A3V1BO3WFJIOCU,3,B07WVT8W81,36702800181,36702800181,B0BRZDBZGQ,TYR,no,7188417222722711176,V
"TYR Womens Crypsis Cutoutfit, Red, 28",4184588,4184588,$43.90,4,$38.95,$79.99,$43.90,A3V1BO3WFJIOCU,1,B071VTLWXC,36702047944,36702047944,B0CVDV6651,TYR,no,718835471638969108,V
Kate Spade Grove Street Carli Leather Crossbody Bag Purse Satchel Shoulder Bag (Cherrywood),5232985,5073834,$300.00,1,$300.00,$300.00,$300.00,A1C0LWA5SBIHVK,1,B082KMG37X,767883329962,767883329962,B08CXCJ6XG,Kate Spade New York,no,7152005230613575755,V
TYR TSSCOF6A194XS Women's Comp S/S Top Grey/Coral XS,1472540,1542773,$44.43,,$32.49,$53.01,,-,1,B07RSWP7PM,36702766760,36702766760,B00M1WURVC,TYR,no,7124752976743997337,V
"kate spade New York Library Lane Platnum Coffeepot and lid, 2.95 LB, White",691804,564282,$208.23,1,$199.99,$269.99,$208.23,AOMBLB0OTQ8M,4,B0006LDO38,91709455291,91709455291,B07XMRKVJS,Kate Spade New York,no,709480830191318511,V
"Tory Burch Women's Black Bubble Miller Jelly Sandals Slides Shoes (9, numeric_9)",2174944,2303903,$179.85,1,$159.99,$330.39,$185.12,A3QFDCCY1NEHXW,1,B099PN97LG,192485938173,192485938173,,Tory Burch,no,7076621327962659873,V
Kate Spade New York Bicolor Floral Soiree Top French Cream SM (US 2-4),11529258,11097723,$99.20,,$99.20,$180.91,,-,0,B09JBZTY8Q,196021007736,196021007736,B0BNVVDB38,Kate Spade New York,yes,7070095415651585680,V
Kate Spade New York Petit Peach Shake 9 B (M),7670539,7153452,$118.00,,$118.00,$233.00,,-,0,B08SVPTMNY,767883091685,767883091685,B08T7KKKL8,Kate Spade New York,yes,7061441593198752145,V
Kate Spade New York Veronica Black 8.5 M,837963,861109,,,,$347.40,$257.84,-,,B09QKS82C6,196021046391,196021046391,B09XL1KC6T,Kate Spade New York,yes,7051636837334148549,V
Buffalo David Bitton Ravyn Pull-On Pants Light Heather Grey XS,7601811,7377481,$27.60,,$27.60,$75.62,,-,0,B09HPPZKY4,193851970490,193851970490,B0B8DYVPXM,Buffalo David Bitton,yes,7050519898921082971,V
"TYR Women's Standard Alliance T-Splice Maxfit Swimsuit, Navy/Red, 26",66089,73587,$51.28,24,$51.28,$79.99,$52.84,A218NCVVSLQN1Q,3,B002IXB07O,36702010771,36702010771,B00DE5OTGY,TYR,no,702767451341603427,V
Tory Burch TY7166U 1326/8G Sunglasses Women's Black/Grey Gradient Lenses 52mm,1734349,1461603,,,$154.23,$191.75,$99.29,-,1,B09GFGN51S,725125373173,725125373173,,Tory Burch,no,7022588082949361632,V
"TYR Tracer x Racing Mirrored, Gold/Black, One Size",93850,93165,$39.99,1,$39.99,$59.98,$39.63,A1BMYXFTS7NTJR,1,B07L5XDF8R,36702758451,36702758451,B086HSQ756,TYR,no,6968146418723365891,V
TYR RECOF6A30XS F 8In Comp Tri Short Grey/Pink XS,4495128,4194382,$54.51,4,$38.95,$75.00,$53.36,-,1,B06Y5SPRPL,36702636940,36702636940,B0CGMWG29H,TYR,no,6924467868953158223,V
"TYR Women's Durafast One Solids Swimsuit, Fluorescent Pink/Orange, Size 38",2117921,2583177,,,$62.95,$62.95,$62.95,A3V1BO3WFJIOCU,1,B01EXNQGQQ,36702582940,36702582940,B0B4ZG9VWJ,TYR,no,6899131151091081006,V
"Tory Burch Women's Ines Slides, Almond Flour, Tan, 9.5 Medium US",1428257,1481425,$263.92,1,$248.00,$268.00,$263.92,A22XJXTXTCFKGS,1,B09HN7CM6V,196133130193,196133130193,B09HN9FBP1,Tory Burch,no,6889140928071590093,V
"Kate Spade New York Dot 12-Piece Dinnerware Set, 19.84, White",166970,155921,$199.95,4,$199.95,$200.00,$199.95,A1S6914ST7IGDS,1,B0BN4L63JF,882864870155,882864870155,B0BZS5DH3C,Kate Spade New York,no,6824463444090651707,V
"Kate Spade New York Stability Ring Stand for Apple iPhone X/2018 iPhone Xs/XS Max/XR/8/8 Plus/7/7 Plus/6S/6S Plus/6/6 Plus Stability Socket and Stand for Phone Cases, Spade Black/Cream/Gold",39016,35630,$19.99,26,$15.49,$25.45,$24.40,AC6B0RC7AWIQ7,1,B07DFSXM66,191058082183,191058082183,B07NXMD9MJ,Kate Spade New York,no,6794028634878658792,V
Kate Spade Harper Crossbody Shoulder Bag (Moonlight),95781,270366,$162.00,1,$147.05,$198.00,$166.37,A1WTOJSJJF8L89,2,B0BJ4JPDVY,196021167782,196021167782,B09J7PSGG5,Kate Spade New York,no,6777983452722630787,V
"New Balance Women's Fresh Foam 1080 V10 Running Shoe, Steel/Magnetic Blue, 7",345005,356358,,,,$259.45,$259.45,-,,B0815TT95S,194389991599,194389991599,B093V8SYR4,New Balance,yes,6756743921203223593,V
"Buffalo David Bitton Men's Slim Ash Jeans, Veined and Crinkled Indigo, 31x30",25568,21809,$79.95,1,$79.95,$122.11,$59.89,A2UN9OA4TJ0X92,1,B08Q8QM836,193851727360,193851727360,B0BNYJZYZD,Buffalo David Bitton,no,6756636695729006621,V
TYR SALI1Y824 Alliance Splice Jammer Black/Gold 24,1405442,1688589,$43.93,24,$43.93,$102.89,$43.31,A218NCVVSLQN1Q,2,B000BUGBD4,36702004985,36702004985,B01LYQVC3M,TYR,no,6728620325526259991,V
TYR Female Guard Board Short - Red - Small,3797769,3797769,$21.99,2,$21.99,$29.95,$21.99,A3C0R15ZE826CM,1,B001HNY762,36702135009,36702135009,B004VWG7JQ,TYR,no,6675549365532729181,V
"Lacoste Mens Chaymon Sneaker, Navy/Black, 7.5 US",50607,42730,$109.99,4,$109.99,$124.98,$109.64,A2ZVX1OUSHY6F0,2,B0832CFND2,193367449275,193367449275,B0D3R2MHQW,Lacoste,no,6667546913909971822,V
"Kate Spade Belle Boulevard Cup, 0.40 LB, White",400536,531173,$34.98,8,$29.99,$39.90,$34.98,AML6V7FTQQ2Y6,1,B000UUUQ8Q,882864064035,882864064035,B0988DNK5F,Kate Spade New York,no,6657555656286385518,V
"Kate Spade New York Women's Maira Hiking Boot,Off White Shalimar Calf,5 M US",4092583,3862576,$149.66,1,$149.66,$267.99,$149.66,AD0XUFFHN01E9,1,B079W4MV3F,640819362663,640819362663,B079W52ZL9,Kate Spade New York,no,6613780024711245906,V
"Kate Spade New York Women's Carey Smooth Leather Small Flap Quilted Shoulder Bag, Parchment",1550224,1510793,$168.85,1,$162.00,$204.80,$152.27,AM9VLOTH8Y9Z3,1,B0CMW5JDD6,196021216855,196021216855,,Kate Spade New York,no,661279030808853506,V
Laura Mercier Eye Colour - Sandstone (Sateen) 0.09 oz.,,,$53.77,2,$45.82,$52.85,$56.57,A39WWGXFOLEB1L,1,B00BCIH0SY,736150069436,736150069436,,Laura Mercier,no,6582723204748580078,V
"TYR Women's Serpiente shea 2 in 1 Tank, Black, X-Small",6482395,6296285,$20.99,1,$20.99,$48.38,$20.99,A14LZX2H5UP6LU,1,B076CJQ2JH,36702093514,36702093514,B076CC2X6X,TYR,no,6570224645300721904,V
TYR CXT15448.5 Trainer Black/Gum 8.5,833433,722871,,,$173.04,$226.54,$172.25,A31AXZ2ONSA7MG,5,B0C29QD877,194238150344,194238150344,B0CSHP85ZC,TYR,no,6548811255988704820,V
Kate Spade New York Kona Patterson Drive Tote Purse (Black),,5068336,$161.98,1,$161.98,$329.99,$161.98,AM6N2HFGPSJN8,1,B07Y43Y7LT,98687325837,98687325837,,Kate Spade New York,no,6542957140204328776,V
Kate Spade New York Reiley Laurel Way Purse (Black),5805870,5630534,$210.94,1,$195.99,$359.00,$210.94,A3MM37OCN70BL,1,B07PC1DJDR,98687283588,98687283588,,Kate Spade New York,no,6541468513500029306,V
TYR Swimples Mirrored Kids' Swim Goggles-Berry Fizz,396067,317216,$17.90,26,$17.90,$39.96,$17.90,A3V1BO3WFJIOCU,1,B073WTX3LG,36702141949,36702141949,,TYR,no,6503992348722381006,V
"TYR Women's Aqua Solid Controlfit Swimwear, Navy, 12",286565,259897,$64.17,2,$64.17,$111.98,$59.27,A218NCVVSLQN1Q,1,B005P1YJAQ,36702321211,36702321211,B08748KHT3,TYR,no,6493001887046351163,V
"Lacoste Women's Legacy Short Sleeve Slim Fit Stretch Pique Polo Shirt, Blanc, 6",222097,267610,,,,$204.32,$146.97,-,,B071J96D88,190391401774,190391401774,B0D3R12VJW,Lacoste,no,6490106891281783658,V
"Tory Burch Miller Cloud Sandals Olive Green Leather (7.5, numeric_7_point_5)",2995685,3371317,$238.50,1,$220.00,$248.00,$234.30,A1O7UYH9UE8MSQ,2,B09GPGV2XY,196133021606,196133021606,B09L5C7NBB,Tory Burch,no,6482239448274266086,V
"TYR Womens Crypsis Daimondfit, Green, 26",1698746,1767944,$39.89,12,$34.94,$79.99,$39.89,A3V1BO3WFJIOCU,1,B0719KKCHW,36702046800,36702046800,B07XVZ5315,TYR,no,6478291102595740209,V
Kate Spade New York Kate Spade Lizzie Medium Backpack (Parchment),902131,586194,$174.00,1,$174.00,$216.03,$162.11,A316X216AI9M56,1,B0BLTC3HH3,196021190353,196021190353,B08XQVKQR5,Kate Spade New York,no,6466819364552803249,V
Kate Spade Gemma Wallet On Chain Leather Crossbody Bag Purse Handbag (Fresh Blueberry),551893,301437,,,$142.00,$142.00,$98.07,A316X216AI9M56,1,B0C54CMR82,196021272097,196021272097,,Kate Spade New York,yes,6455751868513252736,V
New Balance Fresh Foam X 880v13 Sea Salt/Washed Burgundy 6.5 B (M),798683,1058695,,,,$236.68,$195.50,-,,B0CDH6RWN6,196652900017,196652900017,B0D3HY829W,New Balance,no,6432108457387811538,V
"TYR Youth Alliance T-Splice Maxfit Swimsuit, Black/White, 24",66261,72480,$79.99,1,$79.99,$95.99,$79.99,A1MK3EL1DZNNOE,1,B002IX83HY,36702011044,36702011044,B00DE5OTGY,TYR,no,6398470799889977444,V
TYR Durafast Solid Jammer Swimsuit - Black - 32,,,$78.88,,$70.93,$100.33,,-,1,B00SH3BKTM,36702157315,36702157315,,TYR,no,6375702158414955502,V
Tory Burch Sunglasses TY 7184 U 17098G Black,515996,454665,$89.95,12,$89.95,$130.99,$86.37,-,1,B0BLHPFGJP,725125390705,725125390705,,Tory Burch,no,6363405167933168069,V
"TYR SPORT Women's Phoenix Splice Diamondfit Swimsuit (Navy/White, Size 30)",548782,556141,$80.01,1,$80.01,$118.68,$90.03,-,1,B00DE2NN8M,36702414388,36702414388,B00E5G5JNI,TYR,no,634840822176772806,V
Kate Spade New York Marseille Ivory 7.5 B (M),717830,640854,,,,$365.60,,-,1,B0859CRJQ7,659464864873,659464864873,B08597LR69,Kate Spade New York,no,6332802416497240125,V
"Tory Burch Women's Perry Triple-Compartment Tote, Bay Gray, Grey, One Size",464918,538327,$398.00,2,$398.00,$448.00,$413.65,A3GWW7CQGYIHXP,1,B09N9YR5XH,196133252161,196133252161,B0CQG4M9T4,Tory Burch,no,6311399825332322816,V
"TYR Swimple Kids' Mirror Swim Goggles, Silver/purple, one size",6441,5573,$25.49,256,$25.49,$35.18,$25.49,A1BMYXFTS7NTJR,1,B0BRYLJTXG,194238116661,194238116661,B0BXFQ31QT,TYR,no,6270801487405857850,V
