"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New: Highest","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"THE NORTH FACE Women's Shelbe Parka Length with Hood, TNF Black, XX-Large","138455","149269","$ 200.00","1","$ 200.00","$ 340.42","$ 236.07","A7ULJO7NAWM0L","1","B0BZSWB8M7","0196573665507","196573665507","B09DQVDRZJ","THE NORTH FACE","no"
"THE NORTH FACE Women's Aconcagua 3 Vest, Pink Moss, X-Large","170692","129701","$ 89.00","1","$ 89.00","$ 281.67","$ 112.00","-","1","B0BZSX1TNH","0196573197497","196573197497","B0C9R7MH5K","THE NORTH FACE","no"
"THE NORTH FACE Women's Half Dome Fleece Short (Standard and Plus Size), Reef Waters/TNF White, Small Short","177514","264384","$ 39.95","3","$ 39.95","$ 49.45","$ 38.99","AM6N2HFGPSJN8","1","B0BHLVP5B8","0196571784651","196571784651","B08MV79GP2","THE NORTH FACE","no"
"THE NORTH FACE Women's Half Dome Fleece Short (Standard and Plus Size), Barely Blue, Large","182131","217384","$ 50.00","120","$ 50.00","$ 54.95","$ 52.01","A2XZ0K8FIJS0FD","1","B0CHJZR2G2","0196575499827","196575499827","B08MV79GP2","THE NORTH FACE","no"
"THE NORTH FACE Women's Sally Insulated Snow Pants, Dark Sage, Large Regular","113550","572015","$ 145.47","1","$ 145.47","$ 221.91","$ 164.07","A20FLYA0IW2L9O","1","B0C2ZP5RLK","0196573128576","196573128576","B0161RN926","THE NORTH FACE","no"
"THE NORTH FACE Women's Sally Insulated Snow Pants, TNF Black 2, Large Long","116080","218940","","","","$ 130.00","","-","","B0C2ZK1KKQ","0196573166141","196573166141","B0161RN926","THE NORTH FACE","yes"
"THE NORTH FACE Women's Sally Insulated Snow Pants, Boysenberry, Small Regular","108781","176106","","","","$ 129.95","$ 90.97","-","","B0C2ZJR5C4","0196573129399","196573129399","B0161RN926","THE NORTH FACE","yes"
"THE NORTH FACE Women's Sally Insulated Snow Pants, Gardenia White 2, XX-Large Regular","115220","901534","","","$ 148.44","$ 228.64","$ 145.34","A20FLYA0IW2L9O","1","B0C2ZL67PD","0196573167247","196573167247","B0161RN926","THE NORTH FACE","no"
"THE NORTH FACE Women's Sally Insulated Snow Pants, Pink Moss, Medium Regular","112026","195299","","","","$ 129.95","$ 90.97","-","","B0C2ZN18CC","0196573129191","196573129191","B0161RN926","THE NORTH FACE","yes"
"THE NORTH FACE Women's Sally Insulated Snow Pants, TNF Black 2, XX-Large Regular","115875","516742","","","$ 221.99","$ 221.99","$ 221.95","A20FLYA0IW2L9O","1","B0C2ZP4BZ2","0196573167315","196573167315","B0161RN926","THE NORTH FACE","yes"
"THE NORTH FACE Women’s Canyonlands Jogger (Standard and Plus Size), Slate Rose Heather, Small Regular","145692","488755","$ 74.95","8","$ 74.95","$ 74.95","$ 74.95","A1EX4FTSYPMER0","1","B09K9JG615","0193394975440","193394975440","B09DR5CND9","THE NORTH FACE","no"
"THE NORTH FACE Women’s Canyonlands Jogger (Standard and Plus Size), Slate Rose Heather, Medium Regular","149828","494714","$ 65.00","1","$ 65.00","$ 126.75","$ 65.00","A1EX4FTSYPMER0","1","B09K95M9NX","0193394975525","193394975525","B09DR5CND9","THE NORTH FACE","no"
"THE NORTH FACE Women’s Canyonlands Jogger (Standard and Plus Size), TNF Black, Large Regular","141356","146691","$ 82.95","4","$ 82.95","$ 84.95","$ 78.49","ASYTRLNACMZUN","2","B097NGNZL7","0195438199027","195438199027","B09DR5CND9","THE NORTH FACE","no"
"THE NORTH FACE Women’s Canyonlands Jogger (Standard and Plus Size), TNF Black, Medium Regular","141059","146779","$ 74.99","1","$ 74.99","$ 99.99","$ 74.80","ASYTRLNACMZUN","1","B097NJBVRB","0195438198921","195438198921","B09DR5CND9","THE NORTH FACE","no"
"THE NORTH FACE Teen Glacier Lightweight Full Zip Hooded Jacket, Utility Brown Camo Texture Small Print, X-Small","143974","140372","$ 59.95","","$ 59.95","$ 123.16","$ 114.82","A3KPHGJZVOLD1G","2","B0BZDXP1NY","0196573251717","196573251717","B0CM945V65","THE NORTH FACE","yes"
"THE NORTH FACE Teen Glacier Lightweight Full Zip Hooded Jacket, Summit Gold, Large","144585","188097","$ 51.72","1","$ 51.72","$ 59.95","$ 49.19","ANZYNJW9IIF9C","1","B0BZDRWYSC","0196573250932","196573250932","B0CM945V65","THE NORTH FACE","no"
"THE NORTH FACE Teen Glacier Lightweight Full Zip Hooded Jacket, Optic Blue, Large","147395","185972","","","$ 78.41","$ 91.65","$ 86.57","A20FLYA0IW2L9O, ANZYNJW9IIF9C","2","B0BZDRZKN7","0196573251298","196573251298","B0CM945V65","THE NORTH FACE","yes"
"THE NORTH FACE Women's Tamburello Insulated Vest, Vanadis Grey, X-Large","312507","254553","$ 99.95","4","$ 99.95","$ 175.65","$ 99.95","AT1XJTZC6RZLX","1","B097NH3VMM","0195439119208","195439119208","B07TWHXHC3","THE NORTH FACE","no"
